key_mlbam,key_bbref,key_bbref_minors,key_fangraphs,name_last,name_first,name_given,name_suffix,name_matrilineal,birth_year,birth_month,birth_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last
119263,monteri01,montel001ric,1009068,Monteleone,Rich,Richard,,,1963,3,22,1982,1996,1987,1996
441887,,montgo001and,NA,Montgomery,Andre,Andre Dantrell,,,1977,6,27,1995,1998,NA,NA
467998,,montgo002ste,NA,Montgomery,Steve,Steven Robert,,,1974,2,21,1994,2003,NA,NA
437598,,moody-001rit,NA,Moody,Ritchie,Ritchie Lee,,,1971,2,22,1992,1997,NA,NA
442818,,moore-002joe,NA,Moore,Joel,Joel Todd,,,1972,8,13,1993,1999,NA,NA
438134,,moore-005mic,NA,Moore,Mike,Michael Dennis,,,1971,3,7,1992,2006,NA,NA
119313,mooremi01,moore-010mic,1009122,Moore,Mike,Michael Wayne,,,1959,11,26,1981,1995,1982,1995
134340,mooretr01,moore-002war,1009130,Moore,Trey,Warren Neal,,,1972,10,2,1994,2004,1998,2001
443699,,morenz001she,NA,Morenz,Shea,Shea Brian,,,1974,1,22,1995,1999,NA,NA
119388,mormaru01,morman001rus,1009194,Morman,Russ,Russell Lee,,,1962,4,28,1983,1999,1986,1997
119398,morrijo07,morris002joh,1009220,Morris,John,John Daniel,,,1961,2,23,1982,1993,1986,1992
119403,morrima01,morris001mat,1172,Morris,Matt,Matthew Christian,,,1974,8,9,1995,2008,1997,2008
448454,,morris012jam,NA,Morrisette,Jim,James Edward,,,1968,3,4,1986,1991,NA,NA
451069,,morrow001tim,NA,Morrow,Tim,Timmie Olguria,,,1970,2,7,1988,1997,NA,NA
119427,mortoke01,morton001kev,1009234,Morton,Kevin,Kevin Joseph,,,1968,8,3,1989,1997,1991,1991
437821,,mosche001mic,NA,Moschetti,Mike,Michael M.,,,1975,3,14,1993,1995,NA,NA
444827,,moscre001ger,NA,Moscrey,Mike,Gerald Michael,,,1967,12,15,1986,1990,NA,NA
443113,,mota--002man,NA,Mota,Gary,Manuel Rafael,,,1970,10,6,1990,1997,NA,NA
119452,motajo01,mota--003jos,1009258,Mota,Jose,Jose Manuel,,Matos,1965,3,16,1985,1996,1991,1995
439245,,mott--001tho,NA,Mott,Tom,Thomas Patrick,,,1973,10,9,1994,1998,NA,NA
119456,mottoch01,mottol001cha,1315,Mottola,Chad,Charles Edward,,,1971,10,15,1992,2007,1996,2006
440564,,mounts001alf,NA,Mounts,J. R.,Alfonso Edward,,,1978,11,13,1997,2001,NA,NA
119488,mulhote01,mulhol001ter,665,Mulholland,Terry,Terence John,,,1963,3,9,1984,2006,1986,2006
119525,munozmi01,munoz-001mic,1009328,Munoz,Mike,Michael Anthony,,,1965,7,12,1986,2000,1989,2000
276347,munsoer01,munson001eri,481,Munson,Eric,Eric Walter,,,1977,10,3,1999,2011,2000,2009
150273,murraca01,murray001cal,1262,Murray,Calvin,Calvin Duane,,,1971,7,30,1993,2005,1999,2004
119582,murragl01,murray002gle,1009388,Murray,Glenn,Glenn Everett,,,1970,11,23,1989,2008,1996,1996
119583,murrahe01,murray001hea,1510,Murray,Heath,Heath Robertson,,,1973,4,19,1994,2002,1997,2002
119591,murrama01,murray001mat,1009393,Murray,Matt,Matthew Michael,,,1970,9,26,1988,1999,1995,1995
119608,mussimi01,mussin001mic,837,Mussina,Mike,Michael Cole,,,1968,12,8,1990,2008,1991,2008
119610,mutisje01,mutis-002jef,1009412,Mutis,Jeff,Jeffrey Thomas,,,1966,12,20,1988,1997,1991,1994
451985,,myers-001chr,NA,Myers,Chris,Chris McCall,,,1969,4,14,1987,1995,NA,NA
119616,myersgr01,myers-001gre,933,Myers,Greg,Gregory Richard,,,1966,4,14,1984,2005,1987,2005
440180,,myers-002tay,NA,Myers,Taylor,Taylor Mark,,,1977,11,8,1997,1999,NA,NA
435882,,myers-001cla,NA,Myers,Tootie,Clarence,,,1978,9,8,1997,2001,NA,NA
150329,myettaa01,myette001aar,1263,Myette,Aaron,Aaron Kenneth,,,1977,9,26,1997,2008,1999,2004
119632,nabhoch01,nabhol001chr,1009431,Nabholz,Chris,Christopher William,,,1967,1,5,1989,1995,1990,1995
119640,nagych01,nagy--001cha,397,Nagy,Charles,Charles Harrison,,,1967,5,5,1989,2003,1990,2003
349192,natiojo01,nation001jos,1009462,Nation,Joey,Joseph Paul,,,1978,9,28,1997,2001,2000,2000
119667,navarja01,navarr001jai,1009465,Navarro,Jaime,Jaime,,Cintron,1967,3,27,1987,2006,1989,2000
466782,,ndungi001nte,NA,Ndungidi,Ntema,Ntema,,,1979,3,15,1997,2003,NA,NA
119673,neaglde01,neagle001den,441,Neagle,Denny,Dennis Edward,,,1968,9,13,1989,2003,1991,2003
346862,nealbl01,neal--001bla,1468,Neal,Blaine,Blaine,,,1978,4,6,1996,2010,2001,2005
136261,neillmi01,neill-001mic,1009491,Neill,Mike,Michael Robert,,,1970,4,27,1991,2001,1998,1998
119710,nelsori01,nelson004ric,1009509,Nelson,Ricky,Ricky Lee,,,1959,5,8,1981,1987,1983,1986
436780,,nevers001tho,NA,Nevers,Tom,Thomas Gordon,,,1971,9,13,1990,2002,NA,NA
119732,nevinph01,nevin-001phi,1049,Nevin,Phil,Phillip Joseph,,,1971,1,19,1993,2006,1995,2006
119737,newfima01,newfie001mar,1009533,Newfield,Marc,Marc Alexander,,,1972,10,19,1990,1999,1993,1998
150141,newmaal02,newman001ala,1009540,Newman,Alan,Alan Spencer,,,1969,10,2,1988,2006,1999,2000
436878,,nichol001dar,NA,Nicholas,Darrell,Darrell Michael,,,1972,5,26,1994,2003,NA,NA
443047,,nichol006joh,NA,Nicholson,John,John Douglas,,,1977,12,6,1996,1999,NA,NA
150441,nichode01,nichol002kev,1009563,Nicholson,Kevin,Kevin Ronald,,,1976,3,29,1997,2006,2000,2000
119775,nichtch01,nichti001chr,1414,Nichting,Chris,Christopher Thomas,,,1966,5,13,1988,2002,1995,2002
437403,,nicola001jos,NA,Nicolas,Jose,Jose Rafael,,,1979,1,1,1997,2002,NA,NA
119796,nietoto01,nieto-001tho,1009593,Nieto,Tom,Thomas Andrew,,,1960,10,27,1981,1991,1984,1990
119809,nitkoc.01,nitkow001chr,570,Nitkowski,C. J.,Christopher John,,,1973,3,9,1994,2012,1995,2005
441907,,nix---001way,NA,Nix,Wayne,Wayne Joseph,,,1976,9,16,1995,2001,NA,NA
119811,nixontr01,nixon-001chr,204,Nixon,Trot,Christopher Trotman,,,1974,4,11,1994,2008,1996,2008
440072,,noel--001tod,NA,Noel,Todd,Todd Anthony,,,1978,9,28,1996,2000,NA,NA
438761,,norieg001rey,NA,Noriega,Rey,Reynaldo Luis,,,1968,3,15,1989,1995,NA,NA
119853,nortogr01,norton001gre,1388,Norton,Greg,Gregory Blakemoor,,,1972,7,6,1993,2009,1996,2009
119856,nosekra01,nosek-001ran,1009649,Nosek,Randy,Randall William,,,1967,1,8,1986,1991,1989,1990
119869,nunnajo01,nunnal001jon,1009660,Nunnally,Jon,Jonathan Keith,,,1971,11,9,1992,2006,1995,2000
119875,nyery01,nye---001rya,1009668,Nye,Ryan,Ryan Craig,,,1973,6,24,1994,2000,1997,1998
120028,o'neipa01,oneill003pau,1009818,O'Neill,Paul,Paul Andrew,,,1963,2,25,1981,2001,1985,2001
119913,ochoaal01,ochoa-001ale,700,Ochoa,Alex,Alex,,,1972,3,29,1991,2008,1995,2002
119943,oelkebr01,oelker001bry,1009736,Oelkers,Bryan,Bryan Alois,,,1961,3,11,1982,1989,1983,1986
443783,,ogden-001jam,NA,Ogden,Jamie,Jamie Jason,,,1972,1,19,1990,1998,NA,NA
119952,ogeach01,ogea--001cha,1009744,Ogea,Chad,Chad Wayne,,,1970,11,9,1992,2001,1994,1999
438769,,ohnout001bri,NA,Ohnoutka,Brian,Brian Lee,,,1963,8,9,1985,1990,NA,NA
119976,olerujo01,olerud002joh,1093,Olerud,John,John Garrett,,,1968,8,5,1989,2005,1989,2005
119984,oliveda02,oliver001dar,206,Oliver,Darren,Darren Christopher,,,1970,10,6,1988,2013,1993,2013
119987,olivejo01,oliver001jos,1009778,Oliver,Joe,Joseph Melton,,,1965,7,24,1983,2001,1989,2001
441641,,oliver002joh,NA,Oliver,Johnny,John Joseph,,,1978,5,14,1996,1999,NA,NA
459474,,olker-001jos,NA,Olker,Joe,Joseph Richard,,,1963,6,4,1984,1991,NA,NA
459476,,oller-001jef,NA,Oller,Jeff,Jeffrey Lynn,,,1966,8,15,1985,1990,NA,NA
443527,,olmeda001jos,NA,Olmeda,Jose,Jose V.,,Cruz,1977,7,7,1995,2006,NA,NA
459478,,olmste001ree,NA,Olmstead,Reed,Reed James,,,1968,10,19,1986,1997,NA,NA
120002,olsongr01,olson-002gre,1009791,Olson,Gregg,Greggory William,,,1966,10,11,1988,2001,1988,2001
120036,ontivst02,ontive001ste,1009826,Ontiveros,Steve,Steven,,,1961,3,5,1982,2001,1985,2000
454429,,opperm001dan,NA,Opperman,Dan,Daniel Charles,,,1968,11,13,1989,1992,NA,NA
120047,orieke01,orie--001kev,1616,Orie,Kevin,Kevin Leonard,,,1972,9,1,1993,2006,1997,2002
120080,ortonjo01,orton-001joh,1009864,Orton,John,John Andrew,,,1965,12,8,1987,1996,1989,1993
120085,osbordo01,osborn002don,299,Osborne,Donovan,Donovan Alan,,,1969,6,21,1990,2008,1992,2004
429401,,ottavi001pau,NA,Ottavinia,Paul,Paul Thomas,,,1973,4,22,1994,2004,NA,NA
120123,ottoda01,otto--001dav,1009905,Otto,Dave,David Alan,,,1964,11,12,1985,1994,1987,1994
120138,owensp01,owen--001spi,1009924,Owen,Spike,Spike Dee,,,1961,4,19,1982,1996,1983,1995
527091,,owens-002wil,NA,Owens,Billy,William General,,,1971,4,12,1992,1998,NA,NA
120139,owensja02,owens-002cla,1009922,Owens,Jayhawk,Claude Jayhawk,,,1969,2,10,1990,1999,1993,1996
120154,pacilpa01,pacill001pat,1009935,Pacillo,Pat,Patrick Michael,,,1963,7,23,1985,1990,1987,1988
441709,,paige-001car,NA,Paige,Carey,Carey Don,,,1974,3,2,1992,1998,NA,NA
120191,palmera01,palmei001raf,1266,Palmeiro,Rafael,Rafael,,Corrales,1964,9,24,1985,2018,1986,2005
120194,palmede01,palmer001dea,482,Palmer,Dean,Dean William,,,1968,12,27,1986,2003,1989,2003
120212,pappaer01,pappas001eri,1009987,Pappas,Erik,Erik Daniel,,,1966,4,25,1984,1996,1991,1994
120215,pardoal01,pardo-001alb,1009990,Pardo,Al,Alberto Judas,,,1962,9,8,1980,1993,1985,1989
441279,,parker001bra,NA,Parker,Brandon,Brandon Jerry,,,1975,12,9,1997,2005,NA,NA
150409,parkech01,parker002chr,1009998,Parker,Christian,Christian Michael,,,1975,7,3,1996,2005,2001,2001
437020,,parker003j--,NA,Parker,Tim,James Timothy,,,1967,11,3,1990,1992,NA,NA
463087,,parkin001rob,NA,Parkins,Bob,Robert Cole,,,1964,4,29,1983,1995,NA,NA
120238,parksde01,parks-001der,1010014,Parks,Derek,Derek Gavin,,,1968,9,29,1986,1994,1992,1994
133220,parquji01,parque001jam,250,Parque,Jim,James Vo,,,1975,2,8,1997,2007,1998,2003
120272,pasquda01,pasqua001dan,1010044,Pasqua,Dan,Daniel Anthony,,,1961,10,17,1982,1994,1985,1994
436686,,pasqua001mic,NA,Pasqualicchio,Mike,Michael Anthony,,,1974,8,17,1995,2002,NA,NA
279568,pattejo02,patter002joh,71,Patterson,John,John Hollis,,,1978,1,30,1997,2007,2002,2007
120293,patteke01,patter001ken,1010067,Patterson,Ken,Kenneth Brian,,,1964,7,8,1985,1997,1988,1994
150331,pauljo01,paul--001jos,251,Paul,Josh,Joshua William,,,1975,5,19,1996,2008,1999,2007
120315,pavliro01,pavlik001rog,1010087,Pavlik,Roger,Roger Allen,,,1967,10,4,1987,1998,1992,1998
437514,,payne-001sta,NA,Payne,Stan,Walter Stan,,,1971,2,16,1992,1992,NA,NA
134341,paytoja01,payton001jas,890,Payton,Jay,Jason Lee,,,1972,11,22,1994,2010,1998,2010
436608,,pearso001edd,NA,Pearson,Eddie,Eddie Lavorn,,,1974,1,31,1992,2006,NA,NA
437941,,pedraz001rod,NA,Pedraza,Rod,Rodney Bernard,,,1969,12,28,1991,2003,NA,NA
120358,peguest01,pegues001ste,1010130,Pegues,Steve,Steven Antone,,,1968,5,21,1987,1998,1994,1995
120363,peltida01,peltie002dan,1010135,Peltier,Dan,Daniel Edward,,,1968,6,30,1989,1997,1992,1996
461205,,peniga001cha,NA,Penigar,C. L.,Charles Lee,,,1963,7,31,1981,1990,NA,NA
437847,,people001dan,NA,Peoples,Danny,Daniel Laurence,,,1975,1,20,1996,2001,NA,NA
120408,perezed01,perez-001edu,1409,Perez,Eduardo,Eduardo Atanacio,,,1969,9,11,1991,2006,1993,2006
120418,perezto02,perezc001ant,1010189,Perezchica,Tony,Antonio Llamas,,Gonzales,1966,4,20,1984,1996,1988,1992
120419,perisma01,perish001mat,1423,Perisho,Matt,Matthew Alan,,,1975,6,8,1993,2010,1997,2005
150228,perkida01,perkin001dan,1010194,Perkins,Dan,Daniel Lee,,,1975,3,15,1993,2001,1999,1999
120440,perryhe01,perry-001her,1270,Perry,Herbert,Herbert Edward,,,1969,9,15,1991,2004,1994,2004
440376,,peters001don,NA,Peters,Don,Donald James,,,1969,10,7,1990,2000,NA,NA
443850,,peters006cha,NA,Peterson,Charles,Charles Edward,,,1974,5,8,1993,2006,NA,NA
440816,,peters002jay,NA,Peterson,Jay,Jayson Graham,,,1975,11,2,1994,1998,NA,NA
150081,peterky01,peters001kyl,1010235,Peterson,Kyle,Kyle Johnathan,,,1976,4,9,1997,2001,1999,2001
120472,petkoma01,petkov001mar,1010242,Petkovsek,Mark,Mark Joseph,,,1965,11,18,1987,2001,1991,2001
150052,petribe01,petric001ben,1471,Petrick,Ben,Benjamin Wayne,,,1977,4,7,1996,2004,1999,2003
120514,phillj.01,philli003cha,1010294,Phillips,J. R.,Charles Gene,,,1970,4,29,1988,2005,1993,1999
150260,pickfke01,pickfo001kev,1473,Pickford,Kevin,Kevin Patrick,,,1975,3,12,1993,2004,2002,2002
150229,pierza.01,pierzy001ant,746,Pierzynski,A. J.,Anthony John,,,1976,12,30,1994,2016,1998,2016
457348,,pinkha001wil,NA,Pinkham,Bill,William James,,,1959,8,25,1981,1984,NA,NA
120597,pirklgr01,pirkl-001gre,1010367,Pirkl,Greg,Gregory Daniel,,,1970,8,7,1988,1999,1993,1996
439409,,piscio001sco,NA,Pisciotta,Scott,Scott Andrew,,,1973,6,8,1992,1996,NA,NA
462371,,pittma002jam,NA,Pittman,Park,James Park,,,1965,8,5,1986,1990,NA,NA
441291,,pittma001tho,NA,Pittman,Tom,Thomas Anthony,,,1979,11,2,1997,2001,NA,NA
120609,pittsji01,pittsl001jam,1010379,Pittsley,Jim,James Michael,,,1974,4,3,1992,1999,1995,1999
450887,,pledge001kin,NA,Pledger,Kinnis,Kinnis Elbert,,,1968,7,17,1987,2001,NA,NA
120624,plesada01,plesac001dan,1319,Plesac,Dan,Daniel Thomas,,,1962,2,4,1983,2003,1986,2003
325392,podsesc01,podsed001sco,1095,Podsednik,Scott,Scott Eric,,,1976,3,18,1994,2012,2001,2012
457363,,poehl-001mic,NA,Poehl,Mike,Michael Wayne,,,1964,8,28,1985,1991,NA,NA
439069,,pointe001cor,NA,Pointer,Corey,Corey LaKeith,,,1975,9,2,1994,2000,NA,NA
450896,,poissa001rod,NA,Poissant,Rod,Rodney Charles,,,1966,1,11,1983,1990,NA,NA
450916,,posey-001joh,NA,Posey,John,John Anthony,,,1964,12,27,1986,1990,NA,NA
471995,,pough-001cly,NA,Pough,Pork Chop,Clyde Clay,,,1969,12,25,1988,2003,NA,NA
457355,,pounde001bra,NA,Pounders,Brad,Bradley Alan,,,1963,9,1,1984,1988,NA,NA
150064,powelbr01,powell002wil,490,Powell,Brian,William Brian,,,1973,10,10,1995,2005,1998,2004
120720,powelda01,powell001lej,1010483,Powell,Dante,LeJon Dante,,,1973,8,25,1994,2002,1997,2001
443308,,powell001gor,NA,Powell,Gordon,Gordon J.,Jr.,,1970,9,27,1989,1998,NA,NA
120717,powelja04,powell004jam,1271,Powell,Jay,James Willard,,,1972,1,9,1993,2005,1995,2005
120726,powelro01,powell001ros,1010496,Powell,Ross,Ross John,,,1968,1,24,1989,1996,1993,1995
437111,,prado-002jos,NA,Prado,Jose,Jose Luis,,,1972,5,9,1993,1998,NA,NA
440193,,prater001and,NA,Prater,Andy,Andrew Ryan,,,1977,9,27,1996,2003,NA,NA
441739,,presle001kir,NA,Presley,Kirk,Kirk Alan,,,1975,4,17,1994,1998,NA,NA
437989,,presto001geo,NA,Preston,George,George Leslie,,,1973,9,22,1993,2003,NA,NA
120768,prietar01,prieto001ari,1010536,Prieto,Ariel,Ariel,,Fernandez,1969,10,22,1995,2007,1995,2001
120774,pritcch01,pritch001chr,1010541,Pritchett,Chris,Christopher Davis,,,1970,1,31,1991,2003,1996,2000
451831,,procto001dav,NA,Proctor,Dave,David Sean,,,1968,3,17,1988,1992,NA,NA
438784,,pruitt001jas,NA,Pruitt,Jason,Jason Christopher,,,1973,5,20,1991,1995,NA,NA
120801,pulliha01,pullia001har,1010567,Pulliam,Harvey,Harvey Jerome,,,1967,10,20,1986,2001,1991,1997
120802,pulsibi01,pulsip001wil,842,Pulsipher,Bill,William Thomas,,,1973,10,9,1992,2011,1995,2005
439123,,pumphr001ken,NA,Pumphrey,Ken,Kenneth Michael,,,1976,9,10,1994,2003,NA,NA
407816,putzjj01,putz--001jos,1795,Putz,J. J.,Joseph Jason,,,1977,2,22,1999,2014,2003,2014
120821,pyznati01,pyznar001tim,1010586,Pyznarski,Tim,Timothy Matthew,,,1960,2,4,1981,1989,1986,1986
120877,radinsc01,radins001sco,1010641,Radinsky,Scott,Scott David,,,1968,3,3,1986,2002,1990,2001
452800,,rambo-001mat,NA,Rambo,Matt,Matthew Raymond,,,1967,2,25,1987,1992,NA,NA
120903,ramirma02,ramire002man,210,Ramirez,Manny,Manuel Aristides,,Onelcida,1972,5,30,1991,2014,1993,2011
441093,,ramos-001edd,NA,Ramos,Eddy,Eddy N.,,,1973,9,28,1999,2014,NA,NA
442266,,randol001edw,NA,Randolph,Ed,Edward Lavell Dawayne,,,1974,10,17,1993,1997,NA,NA
120936,rasmude01,rasmus001den,1010703,Rasmussen,Dennis,Dennis Lee,,,1959,4,18,1980,1995,1983,1995
444065,,rateki001mar,NA,Ratekin,Mark,Mark William,,,1970,11,14,1991,1995,NA,NA
133320,rathga01,rath--001alf,1010708,Rath,Gary,Alfred Gary,,,1973,1,10,1994,2008,1998,1999
150307,ratlijo01,ratlif001jon,1010711,Ratliff,Jon,Jon Charles,,,1971,12,22,1993,2002,2000,2000
441465,,rea---001sha,NA,Rea,Shayne,Shayne Howard,,,1971,2,13,1990,1993,NA,NA
451982,,reding001tho,NA,Redington,Tom,Thomas Richard,,,1969,2,13,1987,1995,NA,NA
150230,redmama01,redman001mar,491,Redman,Mark,Mark Allen,,,1974,1,5,1995,2008,1999,2008
443971,,reed--002rob,NA,Reed,Bobby,Robert C.,,,1967,10,3,1990,1993,NA,NA
120993,reedje02,reed--001jef,1010770,Reed,Jeff,Jeffrey Scott,,,1962,11,12,1980,2001,1984,2000
121009,reesepo01,reese-001cal,1004,Reese,Pokey,Calvin,,,1973,6,10,1991,2008,1997,2004
150209,reichda01,reiche001dan,624,Reichert,Dan,Daniel Robert,,,1976,7,12,1997,2012,1999,2003
451979,,reichl001dar,NA,Reichle,Darrin,Darrin Francis,,,1966,2,24,1987,1995,NA,NA
121026,reidje01,reid--002jes,1010794,Reid,Jessie,Jessie Thomas,,,1962,6,1,1980,1994,1987,1988
277410,reitsch01,reitsm001chr,348,Reitsma,Chris,Christopher Michael,,,1977,12,31,1996,2007,2001,2007
121057,rekarbr01,rekar-001bry,625,Rekar,Bryan,Bryan Robert,,,1972,6,3,1993,2004,1995,2002
121060,remlimi01,remlin001mic,111,Remlinger,Mike,Michael John,,,1966,3,23,1987,2006,1991,2006
121075,renteri01,renter001ric,1010838,Renteria,Rich,Richard Avina,,,1961,12,25,1980,1996,1986,1994
282879,restomi01,restov001mic,751,Restovich,Michael,Michael Jerome,,,1979,1,3,1998,2011,2002,2007
121110,reynosh01,reynol002ric,574,Reynolds,Shane,Richard Shane,,,1968,3,26,1989,2004,1992,2004
438133,,rhine-001ken,NA,Rhine,Kendall,Kendall Tison,,,1970,11,27,1992,1997,NA,NA
121125,rhodear01,rhodes001art,1097,Rhodes,Arthur,Arthur Lee,,,1969,10,24,1988,2011,1991,2011
121129,rhodeka01,rhodes001kar,1010886,Rhodes,Tuffy,Karl Derrick,,,1968,8,21,1986,2009,1990,1995
121135,riccich01,ricci-001cha,1010892,Ricci,Chuck,Charles Mark,,,1968,11,20,1987,1997,1995,1995
437320,,rice--002cha,NA,Rice,Charles,Charles Anthony,,,1975,8,31,1993,1998,NA,NA
121168,richiro01,richie001rob,1010924,Richie,Rob,Robert Eugene,,,1965,9,5,1987,1989,1989,1989
121197,rigbybr01,rigby-001bra,1010954,Rigby,Brad,Bradley Kenneth,,,1973,5,14,1994,2001,1997,2000
451920,,rigos-001pet,NA,Rigos,John,Peter John,,,1962,4,29,1983,1988,NA,NA
437548,,riley-001mar,NA,Riley,Marquis,Marquis Jevel,,,1970,12,27,1992,1999,NA,NA
121234,ritchto01,ritchi001tod,253,Ritchie,Todd,Todd Everett,,,1971,11,7,1990,2008,1997,2004
121235,ritchwa01,ritchi001wal,1010989,Ritchie,Wally,Wallace Reid,,,1965,7,12,1985,1998,1987,1992
443617,,robert002chr,NA,Roberts,Chris,Christopher Eric,,,1971,6,25,1993,2001,NA,NA
456367,,robert001sco,NA,Roberts,Scott,Scott Anthony,,,1959,10,7,1981,1988,NA,NA
443793,,robert001jas,NA,Robertson,Jason,Jason James,,,1971,3,24,1989,1996,NA,NA
121292,robermi01,robert008mic,1011041,Robertson,Mike,Michael Francis,,,1970,10,9,1991,2001,1996,1998
458340,,robert001rod,NA,Robertson,Rod,Roderick Cornell,,,1968,1,16,1986,1995,NA,NA
437022,,robert001sta,NA,Robertson,Stan,Stanley Andrew,,,1971,12,11,1990,1992,NA,NA
458343,,robins002dar,NA,Robinson,Darryl,Darryl David,,,1967,10,24,1986,1998,NA,NA
121316,robinje02,robins002jef,1011073,Robinson,Jeff,Jeffrey Mark,,,1961,12,14,1983,1992,1987,1992
121315,robinje01,robins001jef,1011072,Robinson,Jeff,Jeffrey Daniel,,,1960,12,13,1983,1993,1984,1992
425854,robleos01,robles001osc,8975,Robles,Oscar,Oscar Manuel,,Arenas,1976,4,9,1994,2017,2005,2007
121347,rodrial01,rodrig006ale,1274,Rodriguez,Alex,Alexander Enmanuel,,,1975,7,27,1994,2016,1994,2016
477553,,rodrig001fer,NA,Rodriguez,Boi,Ferdinand Boi,,,1966,4,14,1987,2005,NA,NA
121355,rodrifr02,rodrig002fra,1011106,Rodriguez,Frankie,Francisco,,,1972,12,11,1991,2008,1995,2001
121362,rodriri01,rodrig002ric,1011110,Rodriguez,Rick,Ricardo,,,1960,9,21,1981,1991,1986,1990
439218,,rodrig001vic,NA,Rodriguez,Victor,Victor Austin,,Rivera,1976,10,25,1994,2010,NA,NA
121409,rolensc01,rolen-001sco,970,Rolen,Scott,Scott Bruce,,,1975,4,4,1993,2012,1996,2012
150372,rolisna01,roliso001nat,1011158,Rolison,Nate,Nathan Mardis,,,1977,3,27,1995,2003,2000,2000
276519,rolliji01,rollin001jam,971,Rollins,Jimmy,James Calvin,,,1978,11,27,1996,2016,2000,2016
150390,rollsda01,rolls-001dam,1222,Rolls,Damian,Damian Michael,,,1977,9,15,1996,2009,2000,2004
400099,romanja01,romano001jas,1278,Romano,Jason,Jason Anthony,,,1979,6,24,1997,2007,2002,2005
237334,romanmi01,romano002mic,1011167,Romano,Mike,Michael Desport,,,1972,3,3,1993,2008,1999,1999
121425,rominke01,romine001kev,1011173,Romine,Kevin,Kevin Andrew,,,1961,5,23,1982,1991,1985,1991
121430,ronanma01,ronan-001edw,1011178,Ronan,Marc,Edward Marcus,,,1969,9,19,1990,2000,1993,1993
440129,,roper-001cha,NA,Roper,Chad,Chad T. Alexander,,,1974,3,29,1992,2001,NA,NA
121450,rosebr01,rose--002bri,1011201,Rose,Brian,Brian Leonard,,,1976,2,13,1995,2005,1997,2001
439044,,rosenb001jam,NA,Rosenbohm,Jim,James R.,,,1973,9,19,1992,1996,NA,NA
132786,roskojo01,roskos001joh,1011221,Roskos,John,John Edward,,,1974,11,19,1993,2001,1998,2000
121482,rossejo01,rossel001jos,1011228,Rosselli,Joe,Joseph Donald,,,1972,5,28,1990,1996,1995,1995
439587,,rossit001mic,NA,Rossiter,Mike,Michael Brian,,,1973,6,20,1991,2002,NA,NA
121519,royerst01,royer-001sta,1011266,Royer,Stan,Stanley Dean,,,1967,8,31,1988,1994,1991,1994
121539,ruebema01,ruebel001mat,1011289,Ruebel,Matt,Matthew Alexander,,,1969,10,16,1991,2000,1996,1998
121544,ruffcsc01,ruffco001sco,1011293,Ruffcorn,Scott,Scott Patrick,,,1969,12,29,1991,1999,1993,1997
121545,ruffibr01,ruffin001bru,1011294,Ruffin,Bruce,Bruce Wayne,,,1963,10,4,1985,1997,1986,1997
121546,ruffijo01,ruffin001joh,1011295,Ruffin,Johnny,Johnny Renando,,,1971,7,29,1988,2004,1993,2001
437446,,rugg--001rus,NA,Rugg,Rusty,Russell Thurman,,,1970,10,20,1989,1991,NA,NA
437280,,rumfie001tob,NA,Rumfield,Toby,Toby Lance,,,1972,9,4,1991,2004,NA,NA
448442,,rush--002and,NA,Rush,Andy,Andrew Guy,,,1969,10,7,1988,2003,NA,NA
121560,ruskisc01,ruskin001sco,1011309,Ruskin,Scott,Scott Drew,,,1963,6,8,1986,1993,1990,1993
121571,russejo02,russel005joh,1011317,Russell,John,John William,,,1961,1,5,1982,1994,1984,1993
121606,saboch01,sabo--001chr,1011357,Sabo,Chris,Christopher Andrew,,,1962,1,19,1983,1996,1988,1996
121608,sackibr01,sackin001bri,1011359,Sackinsky,Brian,Brian Walter,,,1971,6,22,1992,1998,1996,1996
121635,salkero01,salkel001rog,1011384,Salkeld,Roger,Roger William,,,1971,3,6,1989,2000,1993,1996
121640,salmoti01,salmon001tim,32,Salmon,Tim,Timothy James,,,1968,8,24,1989,2006,1992,2006
121657,sanchal02,sanche002ale,1011405,Sanchez,Alex,Alex Anthony,,,1966,4,8,1987,1998,1989,1989
437471,,sanche001yur,NA,Sanchez,Yuri,Yuri Gregory,,,1973,11,11,1992,2005,NA,NA
121676,sandesc02,sander001sco,1011423,Sanders,Scott,Scott Gerald,,,1969,3,25,1990,2004,1993,1999
121685,sanfomo01,sanfor001mer,1011433,Sanford,Mo,Meredith Leroy,,,1966,12,24,1988,2000,1991,1995
121700,santone01,santov001nel,1011445,Santovenia,Nelson,Nelson Gil,,Mayol,1961,7,27,1982,1994,1987,1993
400154,sardida01,sardin001dan,353,Sardinha,Dane,Dane Kealoha,,,1979,4,8,2001,2011,2003,2011
121713,saunddo01,saunde001dou,1011461,Saunders,Doug,Douglas Long,,,1969,12,13,1988,1997,1993,1993
438907,,scharr001jam,NA,Scharrer,Jim,James Robert,,,1976,11,5,1995,2000,NA,NA
436713,,schaub001gre,NA,Schaub,Greg,Gregory Karl,,,1977,3,30,1995,2003,NA,NA
121791,scheiri02,scheid002ric,1011542,Scheid,Rich,Richard Paul,,,1965,2,3,1986,1997,1992,1995
438555,,schief001mic,NA,Schiefelbein,Mike,Michael D.,,,1972,8,8,1994,1995,NA,NA
