key_mlbam,key_bbref,key_bbref_minors,key_fangraphs,name_last,name_first,name_given,name_suffix,name_matrilineal,birth_year,birth_month,birth_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last
150322,johnsma02,johnso007mar,240,Johnson,Mark,Mark Landon,,,1975,9,12,1994,2010,1998,2008
276342,johnsma05,johnso006mar,1006485,Johnson,Mark,Mark J.,,,1975,5,2,1997,2005,2000,2000
452929,,johnso001mit,NA,Johnson,Mitch,Mitchell Drew,,,1962,8,2,1980,1989,NA,NA
276376,johnsni01,johnso001nic,828,Johnson,Nick,Nicholas Robert,,,1978,9,19,1996,2012,2001,2012
116615,johnsra05,johnso002ran,60,Johnson,Randy,Randall David,,,1963,9,10,1985,2009,1988,2009
116641,johnsru01,johnso027wil,1216,Johnson,Russ,William Russell,,,1973,2,22,1995,2007,1997,2005
116644,johnsjo06,johnst001joe,1006474,Johnston,Joel,Joel Raymond,,,1967,3,8,1988,1996,1991,1995
440834,,johnst001sea,NA,Johnston,Sean,Sean Christopher,,,1976,6,28,1994,2000,NA,NA
116664,jonesba01,jones-001bar,1006526,Jones,Barry,Barry Louis,,,1963,2,15,1984,1994,1986,1993
116717,jonesbo03,jones-015rob,1039,Jones,Bobby,Robert Joseph,,,1970,2,10,1991,2002,1993,2002
116706,jonesch06,jones-005lar,97,Jones,Chipper,Larry Wayne,,,1972,4,24,1990,2012,1993,2012
116671,jonesch05,jones-003chr,1006539,Jones,Chris,Christopher Carlos,,,1965,12,16,1984,2004,1991,2000
457352,,jones-003cra,NA,Jones,Craig,Craig Steven,,,1958,8,19,1980,1984,NA,NA
439406,,jones-002dan,NA,Jones,Dan,Daniel L.,,,1969,11,15,1991,1994,NA,NA
150218,jonesja05,jones-006jac,735,Jones,Jacque,Jacque Dewayne,,,1975,4,25,1996,2010,1999,2008
437702,,jones-015jam,NA,Jones,Jaime,James Paul,,,1976,8,2,1995,2006,NA,NA
442422,,jones-004kei,NA,Jones,Kiki,Keith Tyrone,,,1970,6,8,1989,2001,NA,NA
289033,jonesma02,jones-001mar,1006575,Jones,Marcus,Marcus Ray,,,1975,3,29,1997,2002,2000,2000
116722,jonesro01,jones-004ros,1006586,Jones,Ross,Ross A.,,,1960,1,14,1980,1988,1984,1987
436146,,jones-001rya,NA,Jones,Ryan,Ryan Matthew,,,1974,11,5,1993,2006,NA,NA
116704,jonesst02,jones-005jos,1006594,Jones,Stacy,Joseph Stacy,,,1967,5,26,1988,1997,1991,1996
116734,jonesto02,jones-001tod,436,Jones,Todd,Todd Barton Givin,,,1968,4,24,1989,2008,1993,2008
116735,jonestr01,jones-001tra,1006600,Jones,Tracy,Tracy Donald,,,1961,3,31,1983,1992,1986,1991
116747,jordabr01,jordan001bri,658,Jordan,Brian,Brian O'Neal,,,1967,3,29,1988,2006,1992,2006
116756,jordari02,jordan001pau,1006615,Jordan,Ricky,Paul Scott,,,1965,5,26,1983,1997,1988,1996
116759,jordasc01,jordan001sco,1006617,Jordan,Scott,Scott Allan,,,1963,5,27,1985,1989,1988,1988
116767,jorgete01,jorgen001ter,1006626,Jorgensen,Terry,Terry Allen,,,1966,9,2,1987,1996,1989,1993
116780,joynewa01,joyner001wal,1006637,Joyner,Wally,Wallace Keith,,,1962,6,16,1983,2001,1986,2001
116785,judenje01,juden-001jef,1006643,Juden,Jeff,Jeffrey Daniel,,,1971,1,19,1989,2004,1991,1999
116798,justida01,justic001dav,923,Justice,David,David Christopher,,,1966,4,14,1985,2002,1989,2002
116824,kamiesc01,kamien001sco,1006681,Kamieniecki,Scott,Scott Andrew,,,1964,4,19,1987,2001,1991,2000
441331,,kane--001kyl,NA,Kane,Kyle,Kyle Joseph,,,1976,2,4,1998,2004,NA,NA
116843,karkoro01,karkov001ron,1006700,Karkovice,Ron,Ronald Joseph,,,1963,8,8,1982,1997,1986,1997
116853,karsast01,karsay001ste,829,Karsay,Steve,Stefan Andrew,,,1972,3,24,1990,2006,1993,2006
437623,,keefe-001jam,NA,Keefe,Jamie,James William,,,1973,8,29,1992,2000,NA,NA
276341,kellekr01,keller001kri,473,Keller,Kris,Kristopher Shane,,,1978,3,1,1996,2004,2002,2002
116954,kellymi02,kelly-006mic,1006809,Kelly,Mike,Michael Raymond,,,1970,6,2,1991,2004,1994,1999
116974,kendaja01,kendal001jas,993,Kendall,Jason,Jason Daniel,,,1974,6,26,1992,2012,1996,2010
439290,,kenna-001dav,NA,Kenna,David,David Joseph,,,1978,3,16,1996,1998,NA,NA
150456,kennead01,kenned001ada,19,Kennedy,Adam,Adam Thomas,,,1976,1,10,1997,2012,1999,2012
117032,keyji01,key---001jam,1006885,Key,Jimmy,James Edward,,,1961,4,22,1982,1998,1984,1998
117034,khalisa01,khalif001sam,1006887,Khalifa,Sam,Sam,,,1963,12,5,1982,1989,1985,1987
117044,kiescbr01,kiesch001mic,389,Kieschnick,Brooks,Michael Brooks,,,1972,6,6,1993,2005,1996,2004
442084,,king--001and,NA,King,Andre,Andre Omar,,,1973,11,26,1993,1997,NA,NA
438382,,king--004wil,NA,King,Bill,William Byron,,,1973,2,18,1994,1999,NA,NA
435818,,king--002bre,NA,King,Brett,Brett Alan,,,1972,7,20,1993,2000,NA,NA
117081,kingje01,king--004jef,1006931,King,Jeff,Jeffrey Wayne,,,1964,12,26,1986,1999,1989,1999
461071,,kingwo001tyr,NA,Kingwood,Tyrone,Tyrone,,,1965,10,7,1987,1992,NA,NA
117103,kinzema01,kinzer001mat,1006953,Kinzer,Matt,Matthew Roy,,,1963,6,17,1984,1990,1989,1990
117107,kippebo01,kipper001rob,1006956,Kipper,Bob,Robert Wayne,,,1964,7,8,1982,1994,1985,1992
440967,,kiraly001joh,NA,Kiraly,Jeff,John Jeffrey,,,1973,5,16,1991,1997,NA,NA
443368,,kirkre001dar,NA,Kirkreit,Daron,Daron Jon,,,1972,8,7,1993,2001,NA,NA
442211,,kite--001dan,NA,Kite,Dan,Daniel Alan,,,1967,1,12,1988,1991,NA,NA
445868,,klancn001jos,NA,Klancnik,Joe,Joseph John,,,1967,7,5,1988,2002,NA,NA
135782,klassda01,klasse001dan,1455,Klassen,Danny,Daniel Victor,,,1975,9,22,1993,2008,1998,2003
117177,knackbr01,knacke001bre,1007025,Knackert,Brent,Brent Bradley,,,1969,8,1,1987,1996,1990,1996
438316,,knauss001tho,NA,Knauss,Tom,Thomas Michael,,,1974,6,16,1992,1997,NA,NA
117197,knoblch01,knobla002edw,609,Knoblauch,Chuck,Edward Charles,,,1968,7,7,1989,2002,1991,2002
443691,,knoll-001ran,NA,Knoll,Randy,Randy George,,,1977,3,21,1995,1998,NA,NA
117218,knudsma01,knudso001mar,1007065,Knudson,Mark,Mark Richard,,,1960,10,28,1982,1993,1985,1993
150477,kochbi01,koch--002wil,924,Koch,Billy,William Christopher,,,1974,12,14,1997,2004,1999,2004
276524,kolbbr01,kolb--001bra,1007084,Kolb,Brandon,Brandon Charles,,,1973,11,20,1995,2004,2000,2001
451053,,konder001mic,NA,Konderla,Mike,Michael Gordon,,,1961,7,9,1982,1987,NA,NA
117244,konerpa01,konerk001pau,242,Konerko,Paul,Paul Henry,,,1976,3,5,1994,2014,1997,2014
117276,kotsama01,kotsay001mar,1042,Kotsay,Mark,Mark Steven,,,1975,12,2,1996,2013,1997,2013
453424,,krause002ron,NA,Krause,Ron,Ronald Joseph,,,1970,12,27,1989,1993,NA,NA
117309,kremeji01,kremer001jam,1007155,Kremers,Jimmy,James Edward,,,1965,10,8,1988,1995,1990,1990
462245,,krippn001cur,NA,Krippner,Curt,Curt Louis,,,1966,6,21,1988,1991,NA,NA
117327,kroonma01,kroon-001mar,1964,Kroon,Marc,Marc Jason,,,1973,4,2,1991,2011,1995,2004
444817,,kuchar001jos,NA,Kucharski,Joe,Joseph Neal,,,1961,2,3,1982,1987,NA,NA
117364,kunkeje01,kunkel002jef,1007211,Kunkel,Jeff,Jeffrey William,,,1962,3,25,1983,1994,1984,1992
470523,,kupsey001joh,NA,Kupsey,John,John A.,,,1969,9,21,1988,1994,NA,NA
441989,,kurcze001tom,NA,Kurczewski,Tommy,Tommy D.,,,1966,11,3,1987,1989,NA,NA
436218,,lachap001yan,NA,LaChapelle,Yan,Yan Jean-Louis,,,1975,10,26,1996,2000,NA,NA
439475,,lachap001mat,NA,LaChappa,Matt,Matthew John,,,1975,6,29,1993,1995,NA,NA
117390,lachoal01,lachow001all,1007236,Lachowicz,Al,Allen Robert,,,1960,9,6,1981,1986,1983,1983
150138,lambda01,lamb--002dav,1635,Lamb,David,David Christian,,,1975,6,6,1993,2003,1999,2002
436606,,landak001dav,NA,Landaker,Dave,David Alan,,,1974,2,20,1993,1996,NA,NA
451975,,lane--001bri,NA,Lane,Brian,Brian Conley,,,1969,6,15,1987,1993,NA,NA
117480,langsma01,langst001mar,1007323,Langston,Mark,Mark Edward,,,1960,8,20,1981,1999,1984,1999
117484,lankfra01,lankfo001ray,1044,Lankford,Ray,Raymond Lewis,,,1967,6,5,1987,2004,1990,2004
461282,,lantri001ric,NA,Lantrip,Rick,Richard A.,,,1968,12,29,1990,1992,NA,NA
438112,,largus001lev,NA,Largusa,Levon,Levon Scott,,,1971,5,21,1992,1997,NA,NA
117501,larkiba01,larkin001bar,335,Larkin,Barry,Barry Louis,,,1964,4,28,1985,2004,1986,2004
439131,,larocc001tod,NA,Larocca,Todd,Todd V.,,,1972,9,21,1994,1996,NA,NA
276053,larsobr01,larson001bra,336,Larson,Brandon,Brandon John,,,1976,5,24,1997,2008,2001,2004
440622,,larson003dan,NA,Larson,Danny,Danny,,,1972,1,24,1990,1994,NA,NA
150478,lawrejo01,lawren001jos,1308,Lawrence,Joe,Joseph Dudley,,,1977,2,13,1996,2003,2002,2002
117568,layanti01,layana001tim,1007413,Layana,Tim,Timothy Joseph,,,1964,3,2,1986,1997,1990,1993
150220,lecroma01,lecroy001mat,1456,LeCroy,Matt,Matthew Hanks,,,1975,12,13,1998,2008,2000,2007
117597,ledesaa01,ledesm001aar,1007444,Ledesma,Aaron,Aaron David,,,1971,6,3,1990,2002,1995,2000
150287,leeco01,lee---001cor,1007451,Lee,Corey,Corey Wayne,,,1974,12,26,1996,2009,1999,1999
117601,leede02,lee---003der,525,Lee,Derrek,Derrek Leon,,,1975,9,6,1993,2011,1997,2011
439765,,lee---001jer,NA,Lee,Jeremy,Jeremy Nelson,,,1974,10,20,1993,1998,NA,NA
134162,leetr01,lee---001tra,958,Lee,Travis,Travis Reynolds,,,1975,5,26,1997,2006,1998,2006
117621,leepeda01,leeper001dav,1007463,Leeper,Dave,David Dale,,,1959,10,30,1981,1988,1984,1985
117631,leftwph01,leftwi001phi,1007479,Leftwich,Phil,Phillip Dale,,,1969,5,19,1990,1999,1993,1996
435775,,legree001joh,NA,Legree,Keith,John Keith,,,1971,12,26,1991,1997,NA,NA
444681,,lehman001mic,NA,Lehman,Mike,Michael R.,,,1967,9,29,1986,1992,NA,NA
117652,leiteal01,leiter001alo,883,Leiter,Al,Alois Terry,,,1965,10,23,1984,2005,1987,2005
117676,lennopa01,lennon002pat,1007527,Lennon,Pat,Patrick Orlando,,,1968,4,27,1986,2005,1991,1999
117724,levisje01,levis-001jes,1007569,Levis,Jesse,Jesse,,,1968,4,14,1989,2004,1992,2001
438818,,lewis-003jam,NA,Lewis,Jim,James Howard,,,1970,1,31,1991,1996,NA,NA
117740,lewisma01,lewis-003mar,1007585,Lewis,Mark,Mark David,,,1969,11,30,1988,2007,1991,2001
444699,,lewis-001mic,NA,Lewis,Mica,Mica Renard,,,1967,1,12,1988,1993,NA,NA
117742,lewisri01,lewis-005ric,1007587,Lewis,Richie,Richie Todd,,,1966,1,25,1987,2003,1992,1998
117754,liddeda01,liddel001dav,1007598,Liddell,Dave,David Alexander,,,1966,6,15,1984,1992,1990,1990
117758,liebejo01,lieber001jon,287,Lieber,Jon,Jonathan Ray,,,1970,4,2,1992,2008,1994,2008
117759,liebemi01,lieber001mic,959,Lieberthal,Mike,Michael Scott,,,1972,1,18,1990,2007,1994,2007
150325,liefeje01,liefer001jef,245,Liefer,Jeff,Jeffrey David,,,1974,8,17,1996,2008,1999,2005
445743,,lifgre001kel,NA,Lifgren,Kelly,Kelly C.,,,1968,2,1,1988,1993,NA,NA
117767,lillide01,lilliq001der,1007607,Lilliquist,Derek,Derek Jansen,,,1966,2,20,1987,1996,1989,1996
117781,lindeji01,lindem001jam,1007618,Lindeman,Jim,James William,,,1962,1,10,1983,1995,1986,1994
276530,linebsc01,linebr001sco,564,Linebrink,Scott,Scott Cameron,,,1976,8,4,1997,2011,2000,2011
454425,,living001den,NA,Livingston,Dennis,Dennis William,,,1962,12,23,1984,1991,NA,NA
117837,livinsc01,living002sco,1007677,Livingstone,Scott,Scott Louis,,,1965,7,15,1988,2000,1991,1998
439141,,lock--001dan,NA,Lock,Dan,Daniel Curtiss,,,1973,3,27,1994,1998,NA,NA
438401,,locurt001gar,NA,Locurto,Gary,Gary,,,1978,5,25,1996,1998,NA,NA
133780,loeweca01,loewer001car,1713,Loewer,Carlton,Carlton Edward,,,1973,9,24,1995,2003,1998,2003
458486,,loggin001mic,NA,Loggins,Mike,Michael Bernard,,,1963,12,21,1985,1991,NA,NA
136601,lombage01,lombar001geo,101,Lombard,George,George Paul,,,1975,9,14,1994,2009,1998,2006
117881,lombaph01,lombar001phi,1007720,Lombardi,Phil,Phillip Arden,,,1963,2,20,1981,1989,1986,1989
439662,,long--001gar,NA,Long,Garrett,Garrett Stuart,,,1976,10,5,1995,2000,NA,NA
117899,longry01,long--001rya,1007739,Long,Ryan,Ryan Marcus,,,1973,2,3,1991,2000,1997,1997
150239,longte01,long--001ter,927,Long,Terrence,Terrence Deon,,,1976,2,29,1994,2006,1999,2006
436044,,long--001wil,NA,Long,Tony,William Anthony,,,1969,11,20,1990,1995,NA,NA
131702,loopebr01,looper001bra,526,Looper,Braden,Braden LaVern,,,1974,10,28,1997,2009,1998,2009
117921,lopezlu01,lopez-004lui,1007756,Lopez,Luis,Luis Antonio,,,1964,9,1,1984,2004,1990,1991
437855,,lorenz001lui,NA,Lorenzana,Luis,Luis Eduardo,,,1978,11,9,1996,2003,NA,NA
438993,,lott--001bil,NA,Lott,Billy,Billy Rex,,,1970,8,16,1989,1997,NA,NA
400076,louxsh01,loux--001sha,1613,Loux,Shane,Shane A.,,,1979,8,31,1997,2015,2002,2012
117941,lovelva01,lovela001van,1007773,Lovelace,Vance,Vance Odell,,,1963,8,9,1981,1998,1988,1990
117957,lowese01,lowe--001jon,994,Lowe,Sean,Jonathan Sean,,,1971,3,29,1992,2003,1997,2003
439891,,lowery002phi,NA,Lowery,Phil,Phillip Eldon,,,1977,4,7,1998,1999,NA,NA
117961,lowerte01,lowery001qun,1007791,Lowery,Terrell,Quenton Terrell,,,1970,10,25,1991,2001,1997,2000
117984,ludwier01,ludwic001eri,1007816,Ludwick,Eric,Eric David,,,1971,12,14,1993,2002,1996,1999
400081,lukasma01,lukasi001mar,21,Lukasiewicz,Mark,Mark Francis,,,1973,3,8,1994,2004,2001,2002
437504,,luzins001rya,NA,Luzinski,Ryan,Ryan Michael,,,1973,8,22,1992,1999,NA,NA
118024,lydenmi01,lyden-001mit,1007856,Lyden,Mitch,Mitchell Scott,,,1964,12,14,1983,2000,1993,1993
118025,lydysc01,lydy--001don,1007857,Lydy,Scott,Donald Scott,,,1968,10,26,1989,2007,1993,1993
438309,,lynch-006joh,NA,Lynch,John,John T.,,,1971,9,25,1992,1993,NA,NA
118053,lyonsst01,lyons-002ste,1007886,Lyons,Steve,Stephen John,,,1960,6,3,1981,1993,1985,1993
438660,,macca-001chr,NA,Macca,Chris,Christopher John,,,1974,11,14,1995,2000,NA,NA
118073,macfami01,macfar001mic,1007905,Macfarlane,Mike,Michael Andrew,,,1964,4,12,1985,1999,1987,1999
118090,macksh01,mack--001sha,1007928,Mack,Shane,Shane Lee,,,1963,12,7,1985,1998,1987,1998
118091,mackto01,mack--001ton,1007929,Mack,Tony,Tony Lynn,,,1961,4,30,1982,1999,1985,1985
463156,,mackie001sco,NA,Mackie,Scott,Scott Christopher,,,1966,10,24,1987,1989,NA,NA
118120,maddugr01,maddux001gre,104,Maddux,Greg,Gregory Alan,,,1966,4,14,1984,2008,1986,2008
118124,madissc01,madiso001cha,1007955,Madison,Scotti,Charles Scott,,,1959,9,12,1980,1989,1985,1989
118132,magadda01,magada001dav,1007961,Magadan,Dave,David Joseph,,,1962,9,30,1983,2001,1986,2001
443621,,magdal001ric,NA,Magdaleno,Ricky,Ricky George,,,1974,7,6,1993,2005,NA,NA
118146,magrajo01,magran001jos,1007973,Magrane,Joe,Joseph David,,,1964,7,2,1985,1996,1987,1996
439650,,mainvi001mar,NA,Mainville,Martin,Martin Robert,,,1975,7,18,1993,1994,NA,NA
440889,,mallar001ran,NA,Mallard,Randi,Randi Joseph,,,1975,8,11,1996,2003,NA,NA
441176,,mallor001tre,NA,Mallory,Trevor,Trevor Leroy,,,1972,5,31,1991,1997,NA,NA
436717,,malone001jef,NA,Maloney,Jeff,Jeffrey Matthew,,,1976,11,27,1995,1999,NA,NA
448416,,manaha001aus,NA,Manahan,Austin,Austin Scott,,,1970,4,12,1988,1995,NA,NA
442433,,manaha001ant,NA,Manahan,Tony,Anthony Charles,,,1968,12,15,1990,1996,NA,NA
437540,,maness001dwi,NA,Maness,Dwight,Dwight Orlando,,,1974,4,3,1992,2007,NA,NA
442462,,mangum001mar,NA,Mangum,Mark,Mark Thomas,,,1978,8,24,1997,2002,NA,NA
425857,mannida01,mannin001dav,1785,Manning,David,David Anthony,,,1972,8,14,1992,2007,2003,2003
118260,manueba01,manuel001bar,1008084,Manuel,Barry,Barry Paul,,,1965,8,12,1987,2000,1991,1998
118267,manwaki01,manwar001kir,1008091,Manwaring,Kirt,Kirt Dean,,,1965,7,15,1986,1999,1987,1999
442198,,markie001bra,NA,Markiewicz,Brandon,Brandon S.,,,1972,6,15,1990,1995,NA,NA
435878,,markra001tha,NA,Markray,Thad,Thaddius Ahmad,,,1979,9,20,1997,2010,NA,NA
440108,,marks-001lan,NA,Marks,Lance,Lansing Lewis,,,1971,8,12,1990,1994,NA,NA
150302,marquja01,marqui001jas,105,Marquis,Jason,Jason Scott,,,1978,8,21,1996,2015,2000,2015
118305,marreel01,marrer001eli,1166,Marrero,Eli,Elieser,,,1973,11,17,1993,2008,1997,2006
443700,,marrio001mic,NA,Marriott,Mike,Michael M.,,,1977,3,12,1995,2000,NA,NA
430564,marsosa01,marson001sam,2144,Marsonek,Sam,Samuel R.,,,1978,7,10,1997,2007,2004,2004
436046,,martin003chr,NA,Martin,Chris,Christopher Scott,,,1968,1,25,1990,1999,NA,NA
435925,,martin002j--,NA,Martin,Todd,J. Todd,,,1970,12,5,1989,1990,NA,NA
150328,,martin001gab,NA,Martinez,Gabby,Gabriel,,,1974,1,7,1992,2005,NA,NA
131660,martija02,martin001jav,1008172,Martinez,Javier,Javier Antonio,,,1977,2,5,1994,2005,1998,1998
118362,martiti02,martin001con,1168,Martinez,Tino,Constantino,,,1967,12,7,1989,2005,1990,2005
118389,marzajo01,marzan001joh,1008208,Marzano,John,John Robert,,,1963,2,14,1985,1999,1987,1998
150385,masaoon01,masaok001ona,1008209,Masaoka,Onan,Onan Kainoa Satoshi,,,1977,10,27,1995,2009,1999,2000
501301,,mashor001jus,NA,Mashore,Justin,Justin Clyde,,,1972,2,14,1991,2001,NA,NA
458476,,master001dav,NA,Masters,Dave,David William,,,1964,8,13,1985,1993,NA,NA
400116,mateohe01,mateo-001hen,1461,Mateo,Henry,Henry Antonio,,Valera,1976,10,14,1995,2014,2001,2006
442036,,mathew001byr,NA,Mathews,Byron,Byron A.,,,1970,11,30,1992,1996,NA,NA
436063,,mathil001mic,NA,Mathile,Mike,Michael Joseph,,,1968,11,24,1990,1995,NA,NA
463166,,mathio001mic,NA,Mathiot,Mike,Michael A.,,,1968,12,3,1987,1990,NA,NA
150347,matthmi01,matthe002mic,1170,Matthews,Mike,Michael Scott,,,1973,10,24,1992,2005,2000,2005
442950,,matzni001dan,NA,Matznick,Dan,Daniel Clarence,,,1971,7,9,1989,1994,NA,NA
118461,mauseti01,mauser001tim,1008281,Mauser,Tim,Timothy Edward,,,1966,10,4,1988,1996,1991,1995
437192,,maxwel001ver,NA,Maxwell,Vernon,Vernon L.,,,1976,10,22,1996,1999,NA,NA
118471,mayde01,may---001der,1008293,May,Derrick,Derrick Brant,,,1968,7,14,1986,2003,1990,1999
118490,maynebr01,mayne-001bre,614,Mayne,Brent,Brent Danem,,,1968,4,19,1989,2004,1990,2004
443263,,mays--001jar,NA,Mays,Jarrod,Jarrod Ray,,,1974,10,8,1996,2001,NA,NA
118508,mcandja01,mcandr001jam,1008327,McAndrew,Jamie,James Brian,,,1967,9,2,1989,1997,1995,1997
442289,,mcbrid001jon,NA,McBride,Chris,Jonathan Christopher,,,1973,10,13,1994,2001,NA,NA
562604,,mccall001roy,NA,McCall,Trey,Roy Franklin,,,1967,6,22,1985,1989,NA,NA
439817,,mccart002kev,NA,McCarthy,Kevin,Kevin Michael,,,1976,7,5,1994,1997,NA,NA
118560,mccarda01,mccart002dav,1462,McCarty,Dave,David Andrew,,,1969,11,23,1991,2005,1993,2005
118564,mccaski01,mccask001kir,1008382,McCaskill,Kirk,Kirk Edward,,,1961,4,9,1982,1996,1985,1996
407909,,mcclen001mat,NA,McClendon,Matt,Matthew Bruce,,,1977,10,13,1999,2004,NA,NA
443166,,mcconn001cha,NA,McConnell,Chad,Chad M.,,,1970,10,13,1993,1996,NA,NA
118617,mcculla01,mccull001lan,1008436,McCullers,Lance,Lance Graye,Sr.,,1964,3,8,1982,1993,1985,1992
436365,,mcderm001rya,NA,McDermott,Ryan,Ryan Patrick,,,1978,6,28,1996,1998,NA,NA
118648,mcdonbe01,mcdona001lar,1008454,McDonald,Ben,Larry Benard,,,1967,11,24,1989,1997,1989,1997
150021,mcdonda02,mcdona002dar,1867,McDonald,Darnell,Darnell Tyrone,,,1978,11,17,1998,2013,2004,2013
447036,,mcdona003mic,NA,McDonald,Mike,Michael James,,,1968,7,30,1986,1993,NA,NA
454416,,mcdoug001jul,NA,McDougal,Julius,Julius,,,1963,5,3,1984,1992,NA,NA
118656,mcdowja01,mcdowe001jac,1008473,McDowell,Jack,Jack Burns,,,1966,1,16,1987,1999,1987,1999
118657,mcdowod01,mcdowe001odd,1008474,McDowell,Oddibe,Oddibe,,,1962,8,25,1985,1995,1985,1994
118658,mcdowro01,mcdowe001rog,1008475,McDowell,Roger,Roger Alan,,,1960,12,21,1982,1996,1985,1996
437422,,mcfarl001jas,NA,McFarlin,Jason,Jason Lamar,,,1970,6,28,1989,1998,NA,NA
118741,mcguibi01,mcguir003wil,1008552,McGuire,Bill,William Patrick,,,1964,2,14,1985,1992,1988,1989
118736,mcguiry01,mcguir001rya,155,McGuire,Ryan,Ryan Byron,,,1971,11,23,1993,2003,1997,2002
118743,mcgwima01,mcgwir001mar,1008559,McGwire,Mark,Mark David,,,1963,10,1,1984,2001,1986,2001
118756,mcintti01,mcinto001tim,1008574,McIntosh,Tim,Timothy Allen,,,1965,3,21,1986,1999,1990,1996
118771,mckeewa01,mckeel001wal,1545,McKeel,Walt,Walter Thomas,,,1972,1,17,1990,2002,1996,2002
441311,,mckinl001dan,NA,McKinley,Dan,Daniel Thane,,,1976,5,15,1998,2002,NA,NA
438195,,mckinn002ant,NA,McKinney,Antonio,Antonio DeVaughn,,,1978,1,2,1996,2002,NA,NA
436452,,mckinn001tho,NA,McKinnon,Tom,Thomas Eugene,,,1973,5,16,1991,1997,NA,NA
150062,mcknito01,mcknig001ton,1008602,McKnight,Tony,Tony Mark,,,1977,6,29,1995,2003,2000,2001
438816,,mcnabb001mca,NA,McNabb,Buck,McArthur,,,1973,1,17,1991,2005,NA,NA
447045,,mcnabb001cha,NA,McNabb,Glen,Charles Glen,,,1970,2,12,1988,1992,NA,NA
118853,mcneeje01,mcneel001jef,1008667,McNeely,Jeff,Jeffrey Lavern,,,1969,10,18,1989,1996,1993,1993
150038,mcnicbr01,mcnich001bri,1008670,McNichol,Brian,Brian David,,,1974,5,20,1995,2005,1999,1999
118871,mcraebr01,mcrae-001bri,1008686,McRae,Brian,Brian Wesley,,,1967,8,27,1985,1999,1990,1999
118875,mcreyke01,mcreyn001wal,1008690,McReynolds,Kevin,Walter Kevin,,,1959,10,16,1982,1994,1983,1994
118886,meachbo01,meacha001rob,1008701,Meacham,Bob,Robert Andrew,,,1960,8,25,1981,1990,1983,1988
132785,meadobr01,meadow001mat,998,Meadows,Brian,Matthew Brian,,,1975,11,21,1994,2006,1998,2006
466691,,meadow001jim,NA,Meadows,Jimmy,Jimmy Lee,,,1964,12,28,1984,1995,NA,NA
118891,meadolo01,meadow001mic,1008706,Meadows,Louie,Michael Ray,,,1961,4,29,1982,1991,1986,1990
219194,mechegi01,meche-001gil,1089,Meche,Gil,Gilbert Allen,,,1978,9,8,1996,2010,1999,2010
118898,mecirji01,mecir-001jam,930,Mecir,Jim,James Jason,,,1970,5,16,1991,2005,1995,2005
282586,,medran001ant,NA,Medrano,Tony,Anthony Reyes,,,1974,12,8,1993,2006,NA,NA
436834,,melend002dan,NA,Melendez,Dan,Daniel Patrick,,,1971,1,4,1992,2000,NA,NA
466685,,melton001law,NA,Melton,Larry,Lawrence Ellery,,,1963,2,23,1985,1989,NA,NA
118949,menento01,menend001ant,1008764,Menendez,Tony,Antonio Gustavo,,Remon,1965,2,20,1984,1996,1992,1994
470562,,mercha001mar,NA,Merchant,Mark,Mark Alan,,,1969,1,23,1987,1998,NA,NA
118967,merckke01,mercke001ken,439,Mercker,Kent,Kent Franklin,,,1968,2,1,1986,2008,1989,2008
136900,metcami01,metcal001mic,1008804,Metcalfe,Mike,Michael Henry,,,1973,1,2,1994,2002,1998,2000
436561,,meyers002pau,NA,Meyers,Paul,Paul Edward,,,1965,2,7,1986,1990,NA,NA
119048,milchmi01,milchi001mic,1008859,Milchin,Mike,Michael Wayne,,,1968,2,28,1989,1996,1996,1996
439234,,miles-001cha,NA,Miles,Chad,Chad Arthur,,,1973,2,26,1994,1999,NA,NA
429730,mileyda99,miley-001dav,NA,Miley,Dave,David Allen,,,1962,4,3,1980,1987,NA,NA
442682,,miller002dav,NA,Miller,David,David Cochran,,,1973,12,9,1996,2003,NA,NA
119090,milleke01,miller001kei,1008910,Miller,Keith,Keith Alan,,,1963,6,12,1985,1995,1987,1995
119092,milleku01,miller001kur,1008913,Miller,Kurt,Kurt Everett,,,1972,8,24,1990,2000,1994,1999
119096,millele01,miller001lem,1008915,Miller,Lemmie,Lemmie Earl,,,1960,6,2,1981,1989,1984,1984
400078,millema01,miller005mat,479,Miller,Matt,Matthew Lincoln,,,1974,8,2,1996,2002,2001,2002
119124,milletr01,miller001tra,742,Miller,Travis,Travis Eugene,,,1972,11,2,1994,2003,1996,2002
119125,milletr02,miller001tre,1672,Miller,Trever,Trever Douglas,,,1973,5,29,1991,2011,1996,2011
438549,,millio001dou,NA,Million,Doug,Douglas Lloyd,,,1975,10,13,1994,1997,NA,NA
132980,miltoer01,milton001eri,743,Milton,Eric,Eric Robert,,,1975,8,4,1997,2009,1998,2009
119168,minchna01,minche001nat,1008975,Minchey,Nate,Nathan Derek,,,1969,8,31,1987,2004,1993,1997
119194,mitchke02,mitche001kei,1009005,Mitchell,Keith,Keith Alexander,,,1969,8,6,1987,2003,1991,1998
444762,,mitche007mic,NA,Mitchener,Mike,Michael S.,,,1966,10,2,1988,1990,NA,NA
136265,monahsh01,monaha001sha,1009047,Monahan,Shane,Shane Hartland,,,1974,8,12,1995,2003,1998,1999
